City,Flag URL,Country,Metro URL,Name,Service opened,Last expanded,Stations,Lines,System length( km),Annual ridership (millions)
Izmir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/188px-Flag_of_Turkey.svg.png,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Metro_%C4%B0zmir_logo.svg/180px-Metro_%C4%B0zmir_logo.svg.png,Izmir Metro,2000,2024,24,1,27,100
Dnipro,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/188px-Flag_of_Ukraine.svg.png,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Dnipro_Metro_logo.svg/180px-Dnipro_Metro_logo.svg.png,Dnipro Metro,1995,–,6,1,7.8,7.5
Kharkiv,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/188px-Flag_of_Ukraine.svg.png,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Kharkiv_Metro_logo.svg/180px-Kharkiv_Metro_logo.svg.png,Kharkiv Metro,1975,2016,30,3,38.7,231.1
Kyiv,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/188px-Flag_of_Ukraine.svg.png,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Kyiv_Metro_logo_2015.svg/180px-Kyiv_Metro_logo_2015.svg.png,Kyiv Metro,1960,2013,52,3,67.7,496.1
Dubai,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/188px-Flag_of_the_United_Arab_Emirates.svg.png,United Arab Emirates,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dubai_Metro_Logo.png/330px-Dubai_Metro_Logo.png,Dubai Metro,2009,2021,53,2,89.3,113.6
Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/188px-Flag_of_the_United_Kingdom_%281-2%29.svg.png,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Glasgow_Subway.svg/207px-Glasgow_Subway.svg.png,Glasgow Subway,1896,–,15,1,10.4,11.9
London,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/188px-Flag_of_the_United_Kingdom_%281-2%29.svg.png,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Underground.svg/225px-Underground.svg.png,London Underground,1863,2021,272,11,402,1181
London,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/188px-Flag_of_the_United_Kingdom_%281-2%29.svg.png,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/DLR_roundel.svg/225px-DLR_roundel.svg.png,Docklands Light Railway,1987,2011,45,7,34,92.3
Atlanta,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/DLR_roundel.svg/225px-DLR_roundel.svg.png,MARTA,1979,2000,38,4,76.6,28.2
Baltimore,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,Baltimore Metro SubwayLink,1983,1995,14,1,24.9,2
Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,MBTA subway,1901,2014,52,3,63.9,85.4
Chicago,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,"Chicago ""L""",1892,2024,146,8,165.4,103.5
Cleveland,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,Red Line�(RTA Rapid Transit),1955,1968,18,1,31,2.8
Honolulu,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,Skyline,2023,–,9,1,17.4,
Los Angeles,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,Metro Rail,1993,2000,16,2,28,25.8
Miami,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/MDTMetro.svg/81px-MDTMetro.svg.png,Metrorail,1984,2012,23,2,39.3,12
New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/MTA_New_York_City_Subway_logo.svg/327px-MTA_New_York_City_Subway_logo.svg.png,New York City Subway,1904,2017,423,28,399,2027.3
New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/MTA_New_York_City_Subway_logo.svg/327px-MTA_New_York_City_Subway_logo.svg.png,Staten Island Railway,1925,2017,21,1,22.5,3.8
New York City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/MTA_New_York_City_Subway_logo.svg/327px-MTA_New_York_City_Subway_logo.svg.png,PATH,1908,1937,13,4,22.2,45.5
Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/SEPTA_Metro_text.svg/450px-SEPTA_Metro_text.svg.png,SEPTA Metro,1907,1973,53,2,59.1,41.2
Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/PATCO_Speedline.svg/150px-PATCO_Speedline.svg.png,PATCO Speedline,1936,1980,13,1,22.9,4.9
San Francisco (Bay Area),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Bart-logo.svg/150px-Bart-logo.svg.png,BART,1972,2020,47,6,192,39.6
"Washington, D.C.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg/113px-Baltimore_Metro_SubwayLink_Logo_for_Signage_%28Blue%29.svg.png,Washington Metro,1976,2023,98,6,208,136.3
San Juan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg/188px-Flag_of_the_United_States_%28DoS_ECA_Color_Standard%29.svg.png,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Logo_of_Tren_Urbano_de_San_Juan.svg/150px-Logo_of_Tren_Urbano_de_San_Juan.svg.png,Tren Urbano,2004,2005,16,1,17.2,2.5
Tashkent,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/188px-Flag_of_Uzbekistan.svg.png,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Tashkent_metro_logo.svg/165px-Tashkent_metro_logo.svg.png,Tashkent Metro,1977,2023,48,4,66.5,136.7
Caracas,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/188px-Flag_of_Venezuela.svg.png,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Metro_de_Caracas_%28Venezuela%29_logo.svg/225px-Metro_de_Caracas_%28Venezuela%29_logo.svg.png,Caracas Metro,1983,2015,49,5,67.2,358
Valencia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/188px-Flag_of_Venezuela.svg.png,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Metro_de_Caracas_%28Venezuela%29_logo.svg/225px-Metro_de_Caracas_%28Venezuela%29_logo.svg.png,Metro Valencia,2006,–,30,4,32.46,
Hanoi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/188px-Flag_of_Vietnam.svg.png,Vietnam,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/HanoiMetro.svg/225px-HanoiMetro.svg.png,Hanoi Metro,2021,2024,20,2,21.6,10.7
Ho Chi Minh City,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/188px-Flag_of_Vietnam.svg.png,Vietnam,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/HCMC_Metro_logo.svg/330px-HCMC_Metro_logo.svg.png,HCMC Metro,2024,–,14,1,19.7,
